sentence_id,sentence,entities,chapter
65,""" No good ? "" said Lucy , jumping up and feeling rather frightened .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
66,""" What do you mean ?",[],2
67,I 've got to go home at once .,[],2
68,"The others will be wondering what has happened to me . """,[],2
69,"But a moment later she asked , "" Mr. Tumnus !","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]",2
70,"Whatever is the matter ? "" for the Faun 's brown eyes had filled with tears and then the tears began trickling down his cheeks , and soon they were running off the end of his nose ; and at last he covered his face with his hands and began to howl .","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_PERFORMER""}]",2
71,""" Mr. Tumnus !","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]",2
72,"Mr. Tumnus ! "" said Lucy in great distress .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
73,""" Do n't !",[],2
74,Do n't !,[],2
75,What is the matter ?,[],2
76,Are n't you well ?,[],2
77,"Dear Mr. Tumnus , do tell me what is wrong . ""","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]",2
78,But the Faun continued sobbing as if his heart would break .,"[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_PERFORMER""}]",2
79,"And even when Lucy went over and put her arms round him and lent him her handkerchief , he did not stop .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""him"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_PERFORMER""}]",2
80,"He merely took the handkerchief and kept on using it , wringing it out with both hands whenever it got too wet to be any more use , so that presently Lucy was standing in a damp patch .","[{""text"": ""He"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",2
81,""" Mr. Tumnus ! "" bawled Lucy in his ear , shaking him .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
82,""" Do stop .",[],2
83,Stop it at once !,[],2
84,"You ought to be ashamed of yourself , a great big Faun like you .","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}]",2
85,"What on earth are you crying about ? """,[],2
86,""" Oh -- oh -- oh ! "" sobbed Mr. Tumnus , "" I 'm crying because I 'm such a bad Faun . ""","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
87,""" I do n't think you 're a bad Faun at all , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
88,""" I think you are a very good Faun .",[],2
89,"You are the nicest Faun I 've ever met . """,[],2
90,""" Oh -- oh -- you would n't say that if you knew , "" replied Mr. Tumnus between his sobs .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
91,""" No , I 'm a bad Faun .",[],2
92,"I do n't suppose there ever was a worse Faun since the beginning of the world . """,[],2
93,""" But what have you done ? "" asked Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
94,""" My old father , now , "" said Mr. Tumnus , "" that 's his picture over the mantelpiece .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""father"", ""canonical"": ""Mr. Tumnus's father"", ""label"": ""MENTIONED_ONLY""}]",2
95,"He would never have done a thing like this . ""","[{""text"": ""He"", ""canonical"": ""Mr. Tumnus's father"", ""label"": ""MENTIONED_ONLY""}]",2
96,""" A thing like what ? "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
97,""" Like what I 've done , "" said the Faun .","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
98,""" Taken service under the White Witch .","[{""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
99,That 's what I am .,[],2
100,"I 'm in the pay of the White Witch . ""","[{""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
101,""" The White Witch ?","[{""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
102,"Who is she ? """,[],2
103,""" Why , it is she that has got all Narnia under her thumb .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
104,It 's she that makes it always winter .,"[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
105,"Always winter and never Christmas ; think of that ! """,[],2
106,""" How awful ! "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
107,""" But what does she pay you for ? ""","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
108,""" That 's the worst of it , "" said Mr. Tumnus with a deep groan .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
109,""" I 'm a kidnapper for her , that 's what I am .","[{""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
110,"Look at me , Daughter of Eve .","[{""text"": ""Daughter of Eve"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}]",2
111,"Would you believe that I 'm the sort of Faun to meet a poor innocent child in the wood , one that had never done me any harm , and pretend to be friendly with it , and invite it home to my cave , all for the sake of lulling it asleep and then handing it over to the White Witch ? ""","[{""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
112,""" No , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
113,""" I 'm sure you would n't do anything of the sort . """,[],2
114,""" But I have , "" said the Faun .","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
115,""" Well , "" said Lucy rather slowly ( for she wanted to be truthful and yet not to be too hard on him ) , "" well , that was pretty bad .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",2
116,"But you 're so sorry for it that I 'm sure you will never do it again . """,[],2
117,""" Daughter of Eve , do n't you understand ? "" said the Faun .","[{""text"": ""Daughter of Eve"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
118,""" It is n't something I _have_ done .",[],2
119,"I 'm doing it now , this very moment . """,[],2
120,""" What do you mean ? "" cried Lucy , turning very white .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
121,""" You are the child , "" said Mr. Tumnus .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
122,""" I had orders from the White Witch that if ever I saw a Son of Adam or a Daughter of Eve in the wood , I was to catch them and hand them over to her .","[{""text"": ""White Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Son of Adam"", ""canonical"": ""MISCELLANEOUS"", ""label"": ""MISCELLANEOUS""}, {""text"": ""Daughter of Eve"", ""canonical"": ""MISCELLANEOUS"", ""label"": ""MISCELLANEOUS""}]",2
123,And you are the first I ever met .,[],2
124,"And I 've pretended to be your friend and asked you to tea , and all the time I 've been meaning to wait till you were asleep and then go and tell _her_ . ""","[{""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
125,""" Oh but you wo n't , Mr. Tumnus , "" said Lucy .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
126,""" You wo n't , will you ?",[],2
127,"Indeed , indeed you really must n't . """,[],2
128,""" And if I do n't , "" said he , beginning to cry again , "" she 's sure to find out .","[{""text"": ""he"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
129,"And she 'll have my tail cut off , and my horns sawn off , and my beard plucked out , and she 'll wave her wand over my beautiful cloven hoofs and turn them into horrid solid hoofs like a wretched horse 's .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
130,"And if she is extra and specially angry she 'll turn me into stone and I shall be only a statue of a Faun in her horrible house until the four thrones at Cair Paravel are filled -- and goodness knows when that will happen , or whether it will ever happen at all . ""","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
131,""" I 'm very sorry , Mr. Tumnus , "" said Lucy .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
132,""" But please let me go home . """,[],2
133,""" Of course I will , "" said the Faun .","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
134,""" Of course I 've got to .",[],2
135,I see that now .,[],2
136,I had n't known what Humans were like before I met you .,[],2
137,Of course I ca n't give you up to the Witch ; not now that I know you .,"[{""text"": ""Witch"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
138,But we must be off at once .,[],2
139,I 'll see you back to the lamp - post .,[],2
140,"I suppose you can find your own way from there back to Spare Oom and War Drobe ? """,[],2
141,""" I 'm sure I can , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
142,""" We must go as quietly as we can , "" said Mr. Tumnus .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
143,""" The whole wood is full of _her_ spies .","[{""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
144,"Even some of the trees are on her side . ""","[{""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",2
145,"They both got up and left the tea things on the table , and Mr. Tumnus once more put up his umbrella and gave Lucy his arm , and they went out into the snow .","[{""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",2
146,"The journey back was not at all like the journey to the Faun 's cave ; they stole along as quickly as they could , without speaking a word , and Mr. Tumnus kept to the darkest places .","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_PERFORMER""}]",2
147,Lucy was relieved when they reached the lamp - post again .,"[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}]",2
148,""" Do you know your way from here , Daughter of Eve ? "" said Tumnus .","[{""text"": ""Daughter of Eve"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
149,Lucy looked very hard between the trees and could just see in the distance a patch of light that looked like daylight .,"[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",2
150,""" Yes , "" she said , "" I can see the wardrobe door . ""","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
151,""" Then be off home as quick as you can , "" said the Faun , "" and -- c - can you ever forgive me for what I meant to do ? ""","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
152,""" Why , of course I can , "" said Lucy , shaking him heartily by the hand .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",2
153,""" And I do hope you wo n't get into dreadful trouble on my account . """,[],2
154,""" Farewell , Daughter of Eve , "" said he .","[{""text"": ""Daughter of Eve"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""he"", ""canonical"": ""Mr. Tumnus"", ""label"": ""ACTIVE_SPEAKER""}]",2
155,""" Perhaps I may keep the handkerchief ? """,[],2
156,""" Rather ! "" said Lucy , and then ran towards the far - off patch of daylight as quickly as her legs would carry her .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
157,"And presently instead of rough branches brushing past her she felt coats , and instead of crunching snow under her feet she felt wooden boards , and all at once she found herself jumping out of the wardrobe into the same empty room from which the whole adventure had started .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",2
158,"She shut the wardrobe door tightly behind her and looked around , panting for breath .","[{""text"": ""She"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",2
159,It was still raining and she could hear the voices of the others in the passage .,"[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",2
160,""" I 'm here , "" she shouted .","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",2
161,""" I 'm here .",[],2
162,"I 've come back , I 'm all right . """,[],2
1,Lucy ran out of the empty room into the passage and found the other three .,"[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",3
2,""" It 's all right , "" she repeated , "" I 've come back . ""","[{""text"": ""she"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",3
3,""" What on earth are you talking about , Lucy ? "" asked Susan .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",3
4,""" Why ? "" said Lucy in amazement , "" have n't you all been wondering where I was ? ""","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",3
5,""" So you 've been hiding , have you ? "" said Peter .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",3
6,""" Poor old Lu , hiding and nobody noticed !","[{""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}]",3
7,"You 'll have to hide longer than that if you want people to start looking for you . """,[],3
8,""" But I 've been away for hours and hours , "" said Lucy .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",3
9,The others all stared at one another .,[],3
10,""" Batty ! "" said Edmund tapping his head .","[{""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",3
11,""" Quite batty . """,[],3
12,""" What do you mean , Lu ? "" asked Peter .","[{""text"": ""Lu"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",3
